SORGO EM GRÃOS 1KG;Sorgo (em grão)
Sorvete de Morango HÄAGEN DAZS Pote 473ml;Sorvete
Sorvete de Pote Ben & Jerrys Triple Caramel Chunk 458ml;Sorvete
Sorvete Frooty Duo Açaí e Cupuaçu 1,5L;Sorvete
Sorvete Nestlé Napolitano Flocos 1,5L;Sorvete
Sorvete Ster Bom Light 1l Napolitano .;Sorvete
Steinhaeger Schlichte 700 ml;Outras bebidas alcoólicas
Strogonoff Cha Dentro Bovino 500g;Chã de dentro
Suã Comum - Kg;Suã de porco
Suco de Laranja MAGUARY 1 Litro;Suco de frutas
Suco de Manga QUALITÁ 1 Litro;Suco de frutas
Suco Maçã Natural One Ambiente Garrafa 900ml;Suco de frutas
Suco Prats Uva 900ml;Suco de frutas
Suco Purity Caju 1L;Suco de frutas
Suco Sumo Maracuja Gf 1l;Suco de frutas
Suco Tropical Cocar 300ml Uva .;Suco de frutas
SURURU 1kg;Sururu
Tangerina Ponkam 600g;Tangerina
Tanggier Brut Rosé;Vinho
Tempero Arisco Sal e Alho 300g;Alho
Tempero Crowne Cravo da Índia 10g;Cravo
Tempero Crowne Erva - Doce;Erva doce
Tempero Crowne Pimenta do Reino em Pó 30g (Tubo);Pimenta-do-reino
Tempero Sazón Toque De Limão 60g;Tempero misto
Tempero Tempemar Tomilho 10g;Tomilho em folha
Tempero Zattar (Zaatar) 100g;Zaatar
Tentáculos de Polvo Nacional 700g;Polvo
testículo bovino Big Carne;Testículo de boi
Tomate Italiano a Granel 500g;Tomate
Tomate rasteiro kg;Tomate
Tomate Santa Adelia 710g;Tomate
Torresmo Gourmet Peg Pig 140g;Pururuca
Torta Limao Mr Bey Cong Cx 500g;Torta (não especificada)
Toucinho (Picado ou em tiras) - Preço/Kg;Carne de porco
Toucinho Suíno Kg;Carne de porco
TREMOÇO SECO 500G - UN;Tremoço
TRIGO EM GRÃOS GRINGS 500G;Trigo (em grão)
Trigo Inteiro Descascado Byblos 1kg;Trigo (em grão)
Tripa Bovina Salgada Calibre 40/43 Maço Com 25 Metros;Tripa e bucho
Tucupi Amarelo Manioca 300ml;Caldo de tucupi
Uva Agrivale Vitoria Duvale 500g;uva
Uva Mista sem Semente QUALITÁ 500g;uva
Uva Passa Orgânica Importada TAEQ 250g;Uva-passa orgânica
Vagem Macarrão 300g;Vagem
Vagem Macarrão Orgânica Kg;Vagem orgânica
Vermouth Cinzano Bianco 900ml;Outras bebidas alcoólicas
Vieira Congelada Limpa Frescatto 200g;Peixe-vieira
VIEIRA SWIFT 200G;Peixe-vieira
Vin Rose Castillo Montoro Gf 750ml Tempranillo .;Vinho
Vinagre de Maçã Castelo Leve Vita 500ml;Vinagre de maçã
Vinagre Peixe Álcool Colorido 500m;Vinagre de álcool
Vinagre-Peixe-Vinho-Branco-500ml;Vinagre
Vinchante Vin 266 Cabernet Sauvignon Central Valley 2020;Vinho
Vinho Catena Malbec 750 Ml;Vinho
Vinho Chileno Montes Reserva Malbec 750ml;Vinho
Vodka Absolut 750ml;Outras bebidas alcoólicas
Vôngole limpo - Congelado - 1kg;Marisco
Wafer Parati Minueto Mega Morango 105g;Biscoito
Wasabi Pasta Kenko Cx 43g;Wasabi
Whisky Red Label Johnnie Walker 750ml;Outras bebidas alcoólicas
Xarope Guaraná Natural Concentrado Guaralife 1L;Guaraná natural
