Title,abstractText,meshMajor,pmid,meshid,meshroot,A,B,C,D,E,F,G,H,I,J,L,M,N,Z
Understanding learning transfer of veterans in baccalaureate nursing programs: Their experience as student nurses.,"With the continued growth of the numbers of veterans in nursing programs, faculty need to be aware of how to best facilitate their learning and build on their diverse experiences and expertise. Understanding how veterans transfer learning from the military context to an academic context is crucial for nursing education. The findings of this qualitative descriptive study support that veterans transfer learning from their military experience to their nursing education. Eleven veterans comprised the sample. The themes were: Embracing and living core professional values, Learning from a team-based framework to achieve a common goal, Learning how and when to communicate with faculty and healthcare members, and Incorporating learned behaviors into everyday professional practice. One recommendation for faculty included gaining basic knowledge of military culture and how that influences veterans once they transition to civilian life. The study findings can help faculty to build on previously acquired knowledge and enrich the learning experience for students and faculty. Ultimately, this may help to recruit and retain veterans in nursing programs; thus, impacting the global workforce.","['Adult', 'Clinical Competence', 'Education, Nursing, Baccalaureate', 'Faculty, Nursing', 'Female', 'Humans', 'Male', 'Problem-Based Learning', 'Qualitative Research', 'Students, Nursing', 'Veterans']",31449991,"[['M01.060.116'], ['I02.399.630.210', 'N04.761.210', 'N05.715.175'], ['I02.358.462.316'], ['M01.526.485.390', 'M01.526.702.250.473', 'N02.360.390'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['F02.463.425.720', 'I02.158.660', 'I02.903.565'], ['H01.770.644.241.850'], ['M01.848.769.685'], ['M01.930']]","['Named Groups [M]', 'Anthropology, Education, Sociology, and Social Phenomena [I]', 'Health Care [N]', 'Organisms [B]', 'Psychiatry and Psychology [F]', 'Disciplines and Occupations [H]']",0,1,0,0,0,1,0,1,1,0,0,1,1,0
Allergens in bee venom. III. Identification of allergen B of bee venom as an acid phosphatase.,"Allergen B previously isolated from honeybee venom and shown to be a mildly acidic protein consisting of polymers of a chain of 49,000 d is shown to have acid phosphatase activity. Allergen B is homogeneous by several criteria. No acid phosphatase, alkaline phosphatase, or esterase activity was found in any other allergen or fraction of bee venom. Acid phosphatase activity was also found in yellow jacket venom and extracts of venom sacs from bumblebees and paper wasps.","['Acid Phosphatase', 'Allergens', 'Bees', 'Hyaluronoglucosaminidase', 'Hymenoptera', 'Melitten', 'Phospholipases', 'Venoms']",853176,"[['D08.811.277.352.650.025'], ['D23.050.063'], ['B01.050.500.131.617.720.500.500.875.387'], ['D08.811.277.450.529', 'D08.811.520.241.700.675'], ['B01.050.500.131.617.720.500.500.875'], ['D12.644.050.550', 'D12.776.543.695.054.550', 'D20.888.065.115.580', 'D23.946.833.065.115.580'], ['D08.811.277.352.100.680', 'D08.811.277.352.640.700'], ['A12.200.935', 'D20.888', 'D23.946.833']]","['Chemicals and Drugs [D]', 'Organisms [B]', 'Anatomy [A]']",1,1,0,1,0,0,0,0,0,0,0,0,0,0
Inhibitor and substrate binding by New Delhi metallo-beta-lactamase-1: a molecular dynamics studies.,"The control of beta-lactam antibiotics released through the inhibition of the New Delhi metallo-beta-lactamase 1 (NDM-1) has been identified as a potential target for the treatment of the muti-drugs resistance (MDR) bacteria disease. We have employed molecular dynamics (MD), alanine-scanning mutagenesis and molecular docking techniques to optimize the x-ray NDM-1 structure with 11 drugs (Tigecycline, BAL30072, D-captopril, Penicillin G, Ampicillin, Carbenicillin, Cephalexin, Cefaclor, Nitrocefin, Meropenem, and Imipenem). From our simulations, we found that the 5 residues Asp223, His120, His122, His162 and His189 are responsible for the selectivity of NDM-1 associated drugs.","['Anti-Bacterial Agents', 'Drug Resistance, Multiple, Bacterial', 'Humans', 'Molecular Docking Simulation', 'Molecular Dynamics Simulation', 'beta-Lactamase Inhibitors', 'beta-Lactamases', 'beta-Lactams']",25479381,"[['D27.505.954.122.085'], ['G06.099.225.812', 'G06.225.347.812', 'G07.690.773.984.269.347.812', 'G07.690.773.984.300.500'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['E05.599.595.249', 'L01.224.160.249'], ['E05.599.595.500', 'G02.111.570.895', 'L01.224.160.500'], ['D27.505.519.389.400', 'D27.505.954.122.085.516'], ['D08.811.277.087.180'], ['D02.065.589.099', 'D02.886.108', 'D03.633.100.300']]","['Chemicals and Drugs [D]', 'Phenomena and Processes [G]', 'Organisms [B]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Information Science [L]']",0,1,0,1,1,0,1,0,0,0,1,0,0,0
Retinoid metabolism in spontaneously transformed mouse fibroblasts (Balb/c 3T12-3 cells): enzymatic conversion of retinol to anhydroretinol.,"Spontaneously transformed mouse fibroblasts (Balb/c 3T12-3 cells) displayed an increased adhesion when cultured in the presence of 10(-6) M all-trans retinol and acquired morphological characteristics of the normal phenotype. Thus it was of interest to investigate the metabolism of [15-(14)C]retinol in this system. Within 24 hours of culture, approximately 4.25% of the [(14)C]retinol was taken up by the cells. The hydrocarbon [(14)C]anhydroretinol was a major metabolic product and was identified by gas-liquid chromatography and by its typical ultraviolet absorption spectrum with maxima at 386, 364, and 346 nm. At 24 and 40 hours anhydroretinol represented 27% and 55%, respectively, of the total nonpolar metabolites or approximately 16% and 30% of the total radioactive products. Formalin-fixed fibroblasts or cultured intestinal mucosal cells did not convert retinol into anhydroretinol. A more polar product with a UV absorption maximum at 310 nm was also found. The time course of the synthesis of this product by 3T12 cells suggested a precursor-product relationship with anhydroretinol. A microsomal preparation from 3T12 cells was also active in synthesizing [(14)C]anhydroretinol and [(14)C]metabolite-310 from [(14)C]retinol. Moreover incubation of metabolite-310 with the 3T12 microsomes yielded anhydroretinol (40% conversion in 30 minutes), suggesting that metabolite-310 is an intermediate in the synthesis of anhydroretinol by these cells. Anhydroretinol appears to be an end product of the metabolism of retinol in 3T12-3 cells, as suggested by the finding that over 90% of [(14)C]anhydroretinol incubated for 30 hours with 3T12-3 cells was recovered unaltered, without the formation of detectable retroretinol, retinol, or retinoic acid.-Bhat, P. V., L. M. De Luca, S. Adamo, I. Akalovsky, C. S. Silverman-Jones, and G. L. Peck. Retinoid metabolism in spontaneously transformed mouse fibroblasts (Balb/c 3T12-3 cells): enzymatic conversion of retinol to anhydroretinol.","['Animals', 'Animals, Newborn', 'Cell Adhesion', 'Cell Transformation, Neoplastic', 'Cells, Cultured', 'Fibroblasts', 'Intestinal Mucosa', 'Mice', 'Mice, Inbred BALB C', 'Microsomes', 'Models, Biological', 'Skin', 'Tretinoin', 'Vitamin A']",448240,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
Different on the inside: extreme swimbladder sexual dimorphism in the South Asian torrent minnows.,"The swimbladder plays an important role in buoyancy regulation but is typically reduced or even absent in benthic freshwater fishes that inhabit fast flowing water. Here, we document, for the first time, a remarkable example of swimbladder sexual dimorphism in the highly rheophilic South Asian torrent minnows (Psilorhynchus). The male swimbladder is not only much larger than that of the female (up to five times the diameter and up to 98 times the volume in some cases), but is also structurally more complex, with multiple internal septa dividing it into smaller chambers. Males also exhibit a strange organ of unknown function or homology in association with the swimbladder that is absent in females. Extreme sexual dimorphism of non-gonadal internal organs is rare among vertebrates and the swimbladder sexual dimorphisms that we describe for Psilorhynchus are unique among fishes.","['Air Sacs', 'Animals', 'Cyprinidae', 'Female', 'Male', 'Phylogeny', 'Rivers', 'Sex Characteristics']",25009242,"[['A13.048'], ['B01.050'], ['B01.050.150.900.493.200.244'], ['G05.697', 'G16.075.605', 'L01.100.697'], ['G01.311.750', 'G16.500.275.280.650', 'N06.230.232.650'], ['G08.686.815']]","['Anatomy [A]', 'Organisms [B]', 'Phenomena and Processes [G]', 'Information Science [L]', 'Health Care [N]']",1,1,0,0,0,0,1,0,0,0,1,0,1,0
Involvement of the heparanase procoagulant domain in bleeding and wound healing.,"Essentials Heparanase forms a complex with tissue factor and enhances the generation of factor Xa. The present study was aimed to identify the procoagulant domain of heparanase. Procoagulant peptides significantly shortened bleeding time and enhanced wound healing. Tissue factor pathway inhibitor (TFPI)-2 derived peptides inhibited the procoagulant peptides.SUMMARY: Background Heparanase, which is known to be involved in angiogenesis and metastasis, was shown to form a complex with tissue factor (TF) and to enhance the generation of activated factor X (FXa). Our study demonstrated that peptides derived from TF pathway inhibitor (TFPI)-2 impeded the procoagulant effect of heparanase, and attenuated inflammation, tumor growth, and vascularization. Aims To identify the procoagulant domain in the heparanase molecule, and to evaluate its effects in a model of wound healing that involves inflammation and angiogenesis. Methods Twenty-four potential peptides derived from heparanase were generated, and their effect was studied in an assay of FXa generation. Peptides 14 and 16, which showed the best procoagulant effect, were studied in a bleeding mouse model and in a wound-healing mouse model. Results Peptides 14 and 16 increased FXa levels by two-fold to three-fold, and, at high levels, caused consumption coagulopathy. The TFPI-2-derived peptides explored in our previous study were found to inhibit the procoagulant effect induced by peptides 14 and 16. In the bleeding model, time to clot formation was shortened by 50% when peptide 14 or peptide 16 was topically applied or injected subcutaneously. In the wound-healing model, the wound became more vascular, and its size was reduced to one-fifth as compared with controls, upon 1 week of exposure to peptide 14 or peptide 16 applied topically or injected subcutaneously. Conclusions The putative heparanase procoagulant domain was identified. Peptides derived from this domain significantly shortened bleeding time and enhanced wound healing.","['Animals', 'Blood Coagulation', 'Coagulants', 'Factor Xa', 'Fibrin Fibrinogen Degradation Products', 'Fibrinogen', 'Glucuronidase', 'Glycoproteins', 'Hematologic Agents', 'Hemorrhage', 'Humans', 'Inflammation', 'Male', 'Mice', 'Neoplasm Metastasis', 'Neovascularization, Pathologic', 'Partial Thromboplastin Time', 'Peptides', 'Protein Domains', 'Prothrombin Time', 'Thrombelastography', 'Thromboplastin', 'Thrombosis', 'Wound Healing']",28439967,"[['B01.050'], ['G09.188.390.150'], ['D27.505.954.502.270'], ['D08.811.277.656.300.760.315', 'D08.811.277.656.959.350.315', 'D12.776.124.125.400.315', 'D23.119.400.315'], ['D12.776.124.270.300', 'D12.776.811.300.290'], ['D12.776.124.050.250', 'D12.776.124.125.500', 'D12.776.811.300', 'D23.119.490'], ['D08.811.277.450.426'], ['D09.400.430', 'D12.776.395'], ['D27.505.954.502'], ['C23.550.414'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['C23.550.470'], ['B01.050.150.900.649.313.992.635.505.500'], ['C04.697.650', 'C23.550.727.650'], ['C23.550.589.500'], ['E01.370.225.625.115.600', 'E05.200.625.115.600', 'G09.188.660'], ['D12.644'], ['G02.111.570.820.709.275.750', 'G02.111.570.820.709.610.500'], ['E01.370.225.625.115.610', 'E05.200.625.115.610', 'G09.188.680'], ['E01.370.225.625.115.830', 'E05.200.625.115.830'], ['D12.776.124.125.900', 'D23.119.965'], ['C14.907.355.830'], ['G16.762.891']]","['Organisms [B]', 'Phenomena and Processes [G]', 'Chemicals and Drugs [D]', 'Diseases [C]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]']",0,1,1,1,1,0,1,0,0,0,0,0,0,0
Hypoplastic acute leukemia: review of 70 cases with multivariate regression analysis.,"Between 1971 and 1984, 22 of 190 adult patients (11.6 per cent) with acute leukemia seen at the University of Arizona had hypocellular acute leukemia (HAL), defined as lymphoblasts or myeloblasts (plus atypical promyelocytes) of greater than or equal to 30 per cent, but marrow cellularity of the core biopsy or clot section of less than or equal to 50 per cent based on a 1000 point count. These 22 patients with HAL plus the 48 previously published patients with well documented HAL (combined series of 70 patients) were evaluated in detail with multivariate analysis. The median leukocyte count was 2700/microL, hemoglobin of 8.2 g/dl, and platelet count 63,000/microL. Circulating blasts were noted in 27 of 52 patients (52 per cent). Twenty-seven of 34 patients (79 per cent) had abnormal cytogenetics. The overall median survival was 8 months (range: 0.1-48). The median survival for the 22 patients managed with supportive care alone was 4 months, 6 months for the 16 patients treated with non-aggressive induction therapy, and 13 months for the 32 patients treated with aggressive induction therapy (p less than 0.02 versus other categories). Multivariate analysis confirmed that aggressive induction therapy was a major favourable prognostic factor (p = 0.016). Multivariate analysis of the aggressively induced patients revealed that younger patients (less than or equal to 65; p = 0.04) and patients with no AHD (p = 0.09) lived longer. Thus, aggressive remission induction can be attempted in HAL and appears to contribute to prolonged survival especially under age 65 years.","['Acute Disease', 'Adult', 'Aged', 'Aged, 80 and over', 'Analysis of Variance', 'Female', 'Humans', 'Leukemia', 'Male', 'Middle Aged', 'Prognosis', 'Retrospective Studies']",3557323,"[['C23.550.291.125'], ['M01.060.116'], ['M01.060.116.100'], ['M01.060.116.100.080'], ['E05.318.740.150', 'N05.715.360.750.125', 'N06.850.520.830.150'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['C04.557.337'], ['M01.060.116.630'], ['E01.789'], ['E05.318.372.500.500.500', 'E05.318.372.500.750.750', 'N05.715.360.330.500.500.500', 'N05.715.360.330.500.750.825', 'N06.850.520.450.500.500.500', 'N06.850.520.450.500.750.825']]","['Diseases [C]', 'Named Groups [M]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Health Care [N]', 'Organisms [B]']",0,1,1,0,1,0,0,0,0,0,0,1,1,0
The meaning of attempted suicide to young parasuicides: a repertory grid study.,"In an attempt to clarify the intentional aspect of parasuicide, constructs in response to a supposed crisis were elicited from a group of overdose patients, using the standard method of contrasting elements. In this case the elements were presented as a list of 11 alternative behaviours (including overdose and suicide) possible in such a situation. Using 9 of the most common constructs obtained, a repertory grid was administered to a second group of overdose patients and by computer analysis consensus group grids were obtained for patients scoring high and low on the Beck suicidal intent scale. These consensus grids showed that the low intent group perceived an overdose (in comparison to other alternative behaviours) as similar to 'being alone and crying' and 'getting drunk' and construed it almost exclusively as an escape from tension. In contrast, the high intent group perceived overdose and suicide in quite similar terms. The data indicated that an overdose may have a respite function for low suicidal intent patients.","['Adolescent', 'Adult', 'Female', 'Humans', 'Interpersonal Relations', 'Male', 'Poisoning', 'Suicide, Attempted']",7326540,"[['M01.060.057'], ['M01.060.116'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['F01.829.401'], ['C25.723'], ['F01.145.126.980.875.600', 'I01.880.735.856.600']]","['Named Groups [M]', 'Organisms [B]', 'Psychiatry and Psychology [F]', 'Diseases [C]', 'Anthropology, Education, Sociology, and Social Phenomena [I]']",0,1,1,0,0,1,0,0,1,0,0,1,0,0
Multiple antibiotic resistance genes distribution in ten large-scale membrane bioreactors for municipal wastewater treatment.,"Wastewater treatment plants are thought to be potential reservoirs of antibiotic resistance genes. In this study, GeoChip was used for analyzing multiple antibiotic resistance genes, including four multidrug efflux system gene groups and three â-lactamase genes in ten large-scale membrane bioreactors (MBRs) for municipal wastewater treatment. Results revealed that the diversity of antibiotic genes varied a lot among MBRs, but about 40% common antibiotic resistance genes were existent. The average signal intensity of each antibiotic resistance group was similar among MBRs, nevertheless the total abundance of each group varied remarkably and the dominant resistance gene groups were different in individual MBR. The antibiotic resistance genes majorly derived from Proteobacteria and Actinobacteria. Further study indicated that TN, TP and COD of influent, temperature and conductivity of mixed liquor were significant (P<0.05) correlated to the multiple antibiotic resistance genes distribution in MBRs.","['Actinobacteria', 'Anti-Bacterial Agents', 'Bioreactors', 'China', 'Drug Resistance, Microbial', 'Membranes, Artificial', 'Proteobacteria', 'Waste Disposal, Fluid', 'Waste Water', 'beta-Lactamases']",27716561,"[['B03.510.024', 'B03.510.460.400.400.049'], ['D27.505.954.122.085'], ['E07.115', 'J01.897.120.115'], ['Z01.252.474.164'], ['G06.225', 'G07.690.773.984.269'], ['D25.479', 'J01.637.051.479', 'J01.637.087.500'], ['B03.660'], ['N06.850.780.200.800.800.890', 'N06.850.860.510.900.600.900'], ['D20.944.932', 'N06.850.460.710.865'], ['D08.811.277.087.180']]","['Organisms [B]', 'Chemicals and Drugs [D]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Technology, Industry, and Agriculture [J]', 'Geographicals [Z]', 'Phenomena and Processes [G]', 'Health Care [N]']",0,1,0,1,1,0,1,0,0,1,0,0,1,1
Deficient phagocytic function in Papillon-Lef?vre syndrome.,"The function of microphages has been studied in vitro in a 5 year-old girl with Papillon-Lef?vre syndrome. The results showed a weakness in chemotatic activity, a defect of intracellular killing of Staphylococcus aureus, and an almost normal phagocytosis but decreased intracellular killing of Candida albicans by the microphages.","['Chemotaxis, Leukocyte', 'Child, Preschool', 'Female', 'Humans', 'Keratoderma, Palmoplantar', 'Papillon-Lefevre Disease', 'Phagocytosis']",146625,"[['G04.198.424.233'], ['M01.060.406.448'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['C16.320.850.475', 'C17.800.428.435', 'C17.800.827.475'], ['C16.320.850.475.600', 'C17.800.428.435.600', 'C17.800.827.475.600'], ['G04.417.350', 'G09.188.665', 'G12.450.564.809', 'G12.688']]","['Phenomena and Processes [G]', 'Named Groups [M]', 'Organisms [B]', 'Diseases [C]']",0,1,1,0,0,0,1,0,0,0,0,1,0,0
Diet and risk of lymphoid neoplasms and soft tissue sarcomas.,"The relationship between frequency of intake of selected indicator foods, lymphoid neoplasms, and soft tissue sarcomas was investigated in an updated case-control study conducted in Northern Italy between 1983 and 1992 on 158 incident, histologically confirmed cases of Hodgkin's disease (HD), 429 cases of non-Hodgkin's lymphoma (NHL), 141 cases of multiple myelomas, 101 cases of soft tissue sarcomas, and 1,157 controls admitted to hospital for acute, nonneoplastic diseases unrelated to long-term modifications of diet. Compared with the lowest tertile, the odds ratio (OR) for the highest tertile of milk intake was 1.8 for NHL and 1.9 for sarcomas. Liver intake was an indicator of the risk of HD (OR = 1.8), NHL (OR = 1.6), and myelomas (OR = 2.0), ham an indicator of HD (OR = 1.7), and butter an indicator of myelomas (OR = 2.8). A high consumption of green vegetables was inversely related to myelomas (OR = 0.4), and frequent use of whole-grain foods was inversely related to NHL (OR = 0.4) and soft tissue sarcomas (OR = 0.2). No material association with meat was observed for any of the neoplasms considered. Likewise, coffee and alcohol intakes were not associated with lymphoid neoplasms and soft tissue sarcomas. The OR for the highest tertile of intake of beta-carotene ranged between 0.5 and 0.7, whereas the OR for retinol ranged between 1.5 and 2.3. Although available data do not point to any specific inference, this study suggests that certain aspects of diet are a correlate or an indicator of the risk of lymphoid neoplasms and soft tissue sarcomas.","['Adolescent', 'Adult', 'Aged', 'Animals', 'Case-Control Studies', 'Daucus carota', 'Diet', 'Dietary Fats', 'Edible Grain', 'Female', 'Fishes', 'Hodgkin Disease', 'Humans', 'Lymphoma, Non-Hodgkin', 'Male', 'Multiple Myeloma', 'Odds Ratio', 'Risk Factors', 'Sarcoma', 'Vegetables']",9101555,"[['M01.060.057'], ['M01.060.116'], ['M01.060.116.100'], ['B01.050'], ['E05.318.372.500.500', 'N05.715.360.330.500.500', 'N06.850.520.450.500.500'], ['B01.650.940.800.575.912.250.075.278'], ['G07.203.650.240'], ['D10.212.302', 'G07.203.300.375', 'J02.500.375'], ['A18.024.500.750.500', 'B01.650.160.250', 'B01.650.510.250', 'G07.203.300.300.550', 'G07.203.300.775.500', 'J02.500.300.550', 'J02.500.775.500'], ['B01.050.150.900.493'], ['C04.557.386.355', 'C15.604.515.569.355', 'C20.683.515.761.355'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['C04.557.386.480', 'C15.604.515.569.480', 'C20.683.515.761.480'], ['C04.557.595.500', 'C14.907.454.460', 'C15.378.147.780.650', 'C15.378.463.515.460', 'C20.683.515.845', 'C20.683.780.650'], ['E05.318.740.600.600', 'G17.680.500', 'N05.715.360.750.625.590', 'N06.850.520.830.600.600'], ['E05.318.740.600.800.725', 'N05.715.350.200.700', 'N05.715.360.750.625.700.700', 'N06.850.490.625.750', 'N06.850.520.830.600.800.725'], ['C04.557.450.795'], ['B01.650.160.956', 'B01.650.510.956', 'G07.203.300.850', 'J02.500.850']]","['Named Groups [M]', 'Organisms [B]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Health Care [N]', 'Phenomena and Processes [G]', 'Chemicals and Drugs [D]', 'Technology, Industry, and Agriculture [J]', 'Anatomy [A]', 'Diseases [C]']",1,1,1,1,1,0,1,0,0,1,0,1,1,0
Ophthalmologic abnormalities among students with cognitive impairment in eastern Taiwan: The special group with undetected visual impairment.,"PURPOSE: Students with cognitive impairment are at increased risk of suffering from visual impairment due to refractive errors and ocular disease, which can adversely influence learning and daily activities. The purpose of this study was to evaluate the ocular and visual status among students at the special education school in Hualien.METHODS: All students at the National Hualien Special Education School were evaluated. Full eye examinations were conducted by a skilled ophthalmologist. The students' medical records and disability types were reviewed.RESULTS: A total of 241 students, aged 7-18 years, were examined. Visual acuity could be assessed in 138 students. A total of 169/477 (35.4%) eyes were found to suffer from refractive errors, including 20 eyes with high myopia (?-6.0 D) and 16 eyes with moderate hypermetropia (+3.0 D to +5.0 D). A total of 84/241 (34.8%) students needed spectacles to correct their vision, thus improving their daily activities and learning process, but only 15/241 (6.2%) students were wearing suitable corrective spectacles. A total of 55/241 students (22.8%) had ocular disorders, which influenced their visual function. The multiple disability group had a statistically significant higher prevalence of ocular disorders (32.9%) than the simple intellectual disability group (19.6%).CONCLUSION: Students with cognitive impairment in eastern Taiwan have a high risk of visual impairment due to refractive errors and ocular disorders. Importantly, many students have unrecognized correctable refractive errors. Regular ophthalmic examination should be administered to address this issue and prevent further disability in this already handicapped group.","['Adolescent', 'Child', 'Cognitive Dysfunction', 'Disabled Children', 'Education, Special', 'Eye Diseases', 'Eyeglasses', 'Female', 'Humans', 'Male', 'Prevalence', 'Refractive Errors', 'Risk Factors', 'Taiwan', 'Vision Disorders', 'Visual Acuity']",27742159,"[['M01.060.057'], ['M01.060.406'], ['F03.615.250.700'], ['M01.150.200'], ['I02.233.213'], ['C11'], ['E07.632.500.300'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['E05.318.308.985.525.750', 'N01.224.935.597.750', 'N06.850.505.400.975.525.750', 'N06.850.520.308.985.525.750'], ['C11.744'], ['E05.318.740.600.800.725', 'N05.715.350.200.700', 'N05.715.360.750.625.700.700', 'N06.850.490.625.750', 'N06.850.520.830.600.800.725'], ['Z01.252.474.872', 'Z01.639.850'], ['C10.597.751.941', 'C11.966', 'C23.888.592.763.941'], ['E01.370.380.850.950', 'F02.463.593.932.901', 'G14.940']]","['Named Groups [M]', 'Psychiatry and Psychology [F]', 'Anthropology, Education, Sociology, and Social Phenomena [I]', 'Diseases [C]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Organisms [B]', 'Health Care [N]', 'Geographicals [Z]', 'Phenomena and Processes [G]']",0,1,1,0,1,1,1,0,1,0,0,1,1,1
Extracorporeal shock wave therapy does not improve hypertensive nephropathy.,"Low-energy extracorporeal shock wave therapy (SWT) has been shown to improve myocardial dysfunction, hind limb ischemia, erectile function, and to facilitate cell therapy and healing process. These therapeutic effects were mainly due to promoting angiogenesis. Since chronic kidney diseases are characterized by renal fibrosis and capillaries rarefaction, they may benefit from a proangiogenic treatment. The objective of our study was to determine whether SWT could ameliorate renal repair and favor angiogenesis in L-NAME-induced hypertensive nephropathy in rats. SWT was started when proteinuria exceeded 1 g/mmol of creatinine and 1 week after L-NAME removal. SWT consisted of implying 0.09 mJ/mm(2) (400 shots), 3 times per week. After 4 weeks of SWT, blood pressure, renal function and urinary protein excretion did not differ between treated (LN + SWT) and untreated rats (LN). Histological lesions including glomerulosclerosis and arteriolosclerosis scores, tubular dilatation and interstitial fibrosis were similar in both groups. In addition, peritubular capillaries and eNOS, VEGF, VEGF-R, SDF-1 gene expressions did not increase in SWT-treated compared to untreated animals. No procedural complications or adverse effects were observed in control (C + SWT) and hypertensive rats (LN + SWT). These results suggest that extracorporeal kidney shock wave therapy does not induce angiogenesis and does not improve renal function and structure, at least in the model of hypertensive nephropathy although the treatment is well tolerated.","['Animals', 'Disease Models, Animal', 'Hypertension, Renal', 'Kidney', 'Lithotripsy', 'Male', 'NG-Nitroarginine Methyl Ester', 'Nephritis', 'Rats', 'Treatment Outcome']",27255359,"[['B01.050'], ['C22.232', 'E05.598.500', 'E05.599.395.080'], ['C12.777.419.331', 'C13.351.968.419.331', 'C14.907.489.631'], ['A05.810.453'], ['E02.600', 'E04.943.500'], ['D12.125.068.050.525', 'D12.125.095.104.525'], ['C12.777.419.570', 'C13.351.968.419.570'], ['B01.050.150.900.649.313.992.635.505.700'], ['E01.789.800', 'N04.761.559.590.800', 'N05.715.360.575.575.800']]","['Organisms [B]', 'Diseases [C]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Anatomy [A]', 'Chemicals and Drugs [D]', 'Health Care [N]']",1,1,1,1,1,0,0,0,0,0,0,0,1,0
"Ixodes eldaricus Djaparidze, 1950 (Ixodidae) on migrating birds--reported first time in Poland.","During the ornithological ""Operation Baltic"" on the Hel Peninsula (the Baltic Sea coast in Poland) the first case of transfer to Poland of ticks of the species Ixodes eldaricus Djaparidze, 1950, on Prunella modularis (one female tick) and Erithacus rubecula (two males and one female tick). P. modularis and E. rubecula have not previously been recorded among the hosts of this tick species. Although the natural populations of I. eldaricus are very distant from Poland, it should be taken into account that this and other species of ticks may be transferred every year on migratory birds in the southern part of Central Europe and further north. Each case requires faunistic observation and epidemiological and morphological studies to exclude diagnostic confusion between very similar morphology in specimens of the genus Ixodes.","['Animal Migration', 'Animals', 'Bird Diseases', 'Brief Psychiatric Rating Scale', 'Female', 'Ixodes', 'Male', 'Mite Infestations', 'Passeriformes', 'Poland']",22142944,"[['F01.145.113.069.500'], ['B01.050'], ['C22.131'], ['F04.711.513.653.083'], ['B01.050.500.131.166.132.832.400.425'], ['C01.610.858.211.480'], ['B01.050.150.900.248.620'], ['Z01.542.248.679']]","['Psychiatry and Psychology [F]', 'Organisms [B]', 'Diseases [C]', 'Geographicals [Z]']",0,1,1,0,0,1,0,0,0,0,0,0,0,1
Stimulation-dependent release of adenosine triphosphate from hippocampal slices.,"Schaffer collaterals of rat and mouse hippocampal slices were stimulated with bursts of pulses (300 Hz for 50 ms, 2-s intervals) for 30-s which caused a stable increase in the size of the population spike known as long-term potentiation. The release of adenosine triphosphate (ATP) was measured with a luciferase-luciferine system and the light emitted was recorded with a photomultiplier placed beneath a modified slice chamber. ATP release was observed shortly after the start of stimulation and was quantified by comparison with the response of standard solutions of ATP. No ATP release was observed in a Ca2+ free solution or after low frequency stimulation (1 Hz). Glutamate (2 mM), applied without electrical stimulation, did not evoke ATP release. Also, the glutamate receptor blocker, kynurenic acid (10 mM), did not block ATP release. It is concluded that ATP is released from electrically stimulated hippocampal slices from presynaptic nerve terminals in a calcium-dependent fashion and may play a role in the modulation of synaptic efficiency.","['Action Potentials', 'Adenosine Triphosphate', 'Animals', 'Electric Stimulation', 'Glutamates', 'Glutamic Acid', 'Hippocampus', 'In Vitro Techniques', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Rats', 'Rats, Inbred Strains']",2566360,"[['G04.580.100', 'G07.265.675.100', 'G11.561.570.100'], ['D03.633.100.759.646.138.236', 'D13.695.667.138.236', 'D13.695.827.068.236'], ['B01.050'], ['E05.723.402'], ['D12.125.067.625', 'D12.125.119.409'], ['D12.125.067.625.349', 'D12.125.119.409.349', 'D12.125.427.300'], ['A08.186.211.180.405', 'A08.186.211.200.885.287.500.345'], ['E05.481'], ['B01.050.150.900.649.313.992.635.505.500'], ['B01.050.050.199.520.520.420', 'B01.050.150.900.649.313.992.635.505.500.400.420'], ['B01.050.150.900.649.313.992.635.505.700'], ['B01.050.050.199.520.760', 'B01.050.150.900.649.313.992.635.505.700.400']]","['Phenomena and Processes [G]', 'Chemicals and Drugs [D]', 'Organisms [B]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Anatomy [A]']",1,1,0,1,1,0,1,0,0,0,0,0,0,0
